Vendor Categories,,,,
"Law office of Julie Frances, P.C.",,,,
All Dates,,,,

,Account name,Transaction date,Memo/Description,Full name
,Cash-ATC-PC Operating Account,10/18/2024,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,11/19/2024,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/19/2024,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,12/19/2024,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/19/2024,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,12/20/2024,JMF life insurance TO: DDXXXX3165,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/20/2024,JMF life insurance TO: DDXXXX3165,Employee benefits:Officers' life insurance
,Cash-ATC-PC Operating Account,01/21/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/21/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,01/22/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/22/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,02/21/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/21/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,03/07/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/07/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,03/20/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/20/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,04/09/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/09/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,04/18/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/18/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,05/08/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/08/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,05/20/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/20/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,06/09/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/09/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,06/20/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/20/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,07/10/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/10/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,08/07/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/07/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,08/20/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/20/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,09/10/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/10/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,09/18/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/18/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,10/09/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/09/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,10/20/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/20/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,11/07/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/07/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,11/21/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/21/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,12/09/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/09/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,12/18/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/18/2025,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,01/08/2026,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/08/2026,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
,Cash-ATC-PC Operating Account,01/21/2026,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/21/2026,NEW YORK CENTRAL/EFT DEBIT JULIE M FRANCES,Insurance
Michelle Marks,,,,
,Cash-ATC-PC Operating Account,01/20/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/20/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,01/22/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/22/2022,,Accounts Receivable
,Cash-ATC-PC Operating Account,01/26/2022,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/26/2022,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,02/03/2022,MyCase/WEB PMTS The Law Office of Juli,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/03/2022,MyCase/WEB PMTS The Law Office of Juli,Prepaid Client expenses
,Cash-ATC-PC Operating Account,03/25/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/25/2022,,Due to Client
,Cash-ATC-PC Operating Account,03/25/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,03/25/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,03/25/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/25/2022,,Due to Client
,Cash-ATC-PC Operating Account,03/25/2022,,ADK Retainer Account
,Cash-ATC-PC Operating Account,03/25/2022,,Undeposited Funds-1
,Cash-ATC-PC Operating Account,03/30/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/30/2022,MyCase Payment,Undeposited Funds-1
,Cash-ATC-PC Operating Account,06/06/2022,MyCase Payment,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/06/2022,,Accounts Receivable
,Cash-ATC-PC Operating Account,06/08/2022,balance on the $4817.71 bill. thank you,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/08/2022,,Accounts Receivable
,Cash-ATC-PC Operating Account,09/25/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/25/2022,payment on $3054. bill,Undeposited Funds-1
,Cash-ATC-PC Operating Account,09/25/2022,"payment on $3,054.53 bill.",Undeposited Funds-1
,Cash-ATC-PC Operating Account,09/25/2022,MyCase Payment,Undeposited Funds-1
,Cash-ATC-PC Operating Account,02/23/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/23/2023,,Undeposited Funds-1
David A. Harper,,,,
,Cash-ATC-PC Operating Account,01/21/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/21/2022,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,01/21/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/21/2022,Elephant drive reimbursement,Office Supplies
,Cash-ATC-PC Operating Account,01/21/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/21/2022,Reimbursement,Dues and Subscriptions
,Cash-ATC-PC Operating Account,02/25/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/25/2022,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,03/09/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/09/2022,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,06/10/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/10/2022,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,07/15/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/15/2022,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,08/11/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/11/2022,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,08/11/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/11/2022,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,09/09/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/09/2022,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,10/07/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/07/2022,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,11/03/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/03/2022,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,11/15/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/15/2022,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,11/15/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/15/2022,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,01/01/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/01/2023,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,01/12/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/12/2023,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,01/25/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/25/2023,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,02/03/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/03/2023,,Utilities
,Cash-ATC-PC Operating Account,02/06/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/06/2023,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,03/10/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/10/2023,no memo,Ask My Accountant
,Cash-ATC-PC Operating Account,03/10/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/10/2023,,Dues and Subscriptions
,Cash-ATC-PC Operating Account,03/10/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/10/2023,installation of phones,Repairs and Maintenance
,Cash-ATC-PC Operating Account,04/13/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/13/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,04/13/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/13/2023,Teller Check,Dues and Subscriptions
,Cash-ATC-PC Operating Account,04/26/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/26/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,05/02/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/02/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,05/12/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/12/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,05/12/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/12/2023,Teller Check,Dues and Subscriptions
,Cash-ATC-PC Operating Account,06/09/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/09/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,06/09/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/09/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,06/09/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/09/2023,Teller Check,Dues and Subscriptions
,Cash-ATC-PC Operating Account,07/03/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/03/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,07/12/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/12/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,07/12/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/12/2023,Teller Check,Dues and Subscriptions
,Cash-ATC-PC Operating Account,07/12/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/12/2023,Teller Check,Dues and Subscriptions
,Cash-ATC-PC Operating Account,07/26/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/26/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,08/03/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/03/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,08/10/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/10/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,08/10/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/10/2023,Teller Check,Dues and Subscriptions
,Cash-ATC-PC Operating Account,09/19/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/19/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,09/19/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/19/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,09/19/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/19/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,09/19/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/19/2023,Teller Check,Dues and Subscriptions
,Cash-ATC-PC Operating Account,10/06/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/06/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,10/06/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/06/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,11/03/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/03/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,11/03/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/03/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,11/03/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/03/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,11/17/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/17/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,11/17/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/17/2023,Teller Check,Dues and Subscriptions
,Cash-ATC-PC Operating Account,12/21/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/21/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,12/21/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/21/2023,Teller Check,Office Supplies
,Cash-ATC-PC Operating Account,12/21/2023,Teller Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/21/2023,Teller Check,Office Supplies:Telephone & Internet Expense
Seeley Office Systems,,,,
,Cash-ATC-PC Operating Account,01/24/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/24/2022,,Office Supplies
,Cash-ATC-PC Operating Account,01/25/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/25/2022,,Office Supplies
,Cash-ATC-PC Operating Account,03/14/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/14/2022,,Office Supplies
,Cash-ATC-PC Operating Account,04/19/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/19/2022,,Office Supplies
,Cash-ATC-PC Operating Account,04/26/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/26/2022,,Office Supplies
,Cash-ATC-PC Operating Account,06/01/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/01/2022,,Office Supplies
,Cash-ATC-PC Operating Account,07/19/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/19/2022,,Office Supplies
,Cash-ATC-PC Operating Account,10/12/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/12/2022,,Office Supplies
,Cash-ATC-PC Operating Account,12/02/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/02/2022,,Office Supplies
,Cash-ATC-PC Operating Account,12/05/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,12/05/2022,,Office Supplies
,Cash-ATC-PC Operating Account,03/10/2023,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/10/2023,,Office Supplies
,Cash-ATC-PC Operating Account,03/28/2023,Check 2931,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/28/2023,Check 2931,Office Supplies
,Cash-ATC-PC Operating Account,07/18/2023,Check 2975,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/18/2023,Check 2975,Office Supplies
,Cash-ATC-PC Operating Account,09/27/2023,Check 2988,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/27/2023,Check 2988,Office Supplies
,Cash-ATC-PC Operating Account,09/27/2023,Check 2993,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,09/27/2023,Check 2993,Office Supplies
,Cash-ATC-PC Operating Account,10/11/2023,Check 3002,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,10/11/2023,Check 3002,Office Supplies
,Cash-ATC-PC Operating Account,11/10/2023,Check 3021,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/10/2023,Check 3021,Office Supplies
,Cash-ATC-PC Operating Account,01/09/2024,Check 3040 Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/09/2024,Check 3040 Check,Office Supplies
,Cash-ATC-PC Operating Account,02/06/2024,Check 3059 Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/06/2024,Check 3059 Check,Office Supplies
,Cash-ATC-PC Operating Account,06/13/2024,Check 3094 Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/13/2024,Check 3094 Check,Office Supplies
,Cash-ATC-PC Operating Account,06/14/2024,Check 3102 Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/14/2024,Check 3102 Check,Office Supplies
,Cash-ATC-PC Operating Account,07/30/2024,Check 3118 Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/30/2024,Check 3118 Check,Office Supplies
,Cash-ATC-PC Operating Account,11/13/2024,Check 3167 Check,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,11/13/2024,Check 3167 Check,Office Supplies
F.N.B of Scotia,,,,
,Cash-ATC-PC Operating Account,01/24/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,01/24/2022,,N/P - FNB of Scotia
,Cash-ATC-PC Operating Account,01/24/2022,,Interest Expense
,Cash-ATC-PC Operating Account,02/24/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,02/24/2022,,N/P - FNB of Scotia
,Cash-ATC-PC Operating Account,02/24/2022,,Interest Expense
,Cash-ATC-PC Operating Account,03/24/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,03/24/2022,,N/P - FNB of Scotia
,Cash-ATC-PC Operating Account,03/24/2022,,Interest Expense
,Cash-ATC-PC Operating Account,04/26/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,04/26/2022,,N/P - FNB of Scotia
,Cash-ATC-PC Operating Account,04/26/2022,,Interest Expense
,Cash-ATC-PC Operating Account,05/24/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,05/24/2022,,N/P - FNB of Scotia
,Cash-ATC-PC Operating Account,05/24/2022,,Interest Expense
,Cash-ATC-PC Operating Account,06/24/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,06/24/2022,,N/P - FNB of Scotia
,Cash-ATC-PC Operating Account,06/24/2022,,Interest Expense
,Cash-ATC-PC Operating Account,07/26/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,07/26/2022,,N/P - FNB of Scotia
,Cash-ATC-PC Operating Account,07/26/2022,,Interest Expense
,Cash-ATC-PC Operating Account,08/24/2022,,Cash-ATC-PC Operating Account
,Cash-ATC-PC Operating Account,08/24/2022,,N/P - FNB of Scotia
,Cash-ATC-PC Operating Account,08/24/2022,,Interest Expense
